/* DATA DESCRIPTION:,,,,,,,,,,,,,,,,,,,
Citation:,Thomas, S A; McGwire, Kenneth C; Thomas, J; Kratt, C; Lutz, A; McKay, W A; Trammell, E Jamie (2012): Geospatial analysis of groundwater depth for manual well drilling suitability in the Zinder Region, Niger. PANGAEA, https://doi.org/10.1594/PANGAEA.778418, ,,,,,,,,
2872,9.08333,13.99444,440198.2455,556371.3413,448,24.5,0.71,Metamorphic,Sesquioxides,4021,17900,611,24.2,0.181,19.56,Canyons,5.65,0.1222,
2876,9.75222,13.98389,512322.0845,556775.7245,421,25,0,Sand dunes,Evolved little,12526,30034,10258,12.7,0.0988,15.59,Canyons,7.57,0.1173,
2880,9.00972,13.90972,432449.8744,546821.6368,446,23,0,Igneous,Sesquioxides,7598,13402,1593,25.1,0.184,14.78,U-shaped valleys,4.79,0.1445,
2884,9.04722,13.96806,436364.3812,553368.091,436,22,0,Metamorphic,Sesquioxides,726,16139,995,25.1,0.1819,15.97,U-shaped valleys,6.98,0.143,
2892,9.16389,13.94167,449001.6616,550698.2581,474,25.5,0.71,Metamorphic,Sesquioxides,3987,13353,391,24.1,0.1655,18.16,Shallow valleys,2.9,0.1183,
2902,9.01806,13.93556,433291.7129,549702.9618,454,25.32,0,Sandstone,Sesquioxides,5508,14744,453,25.3,0.1831,15.89,Canyons,9.62,0.1324,
2911,9.10172,13.93694,442309.5905,550037.8315,434,27.5,0.58,Igneous,Sesquioxides,3619,11356,2092,24.7,0.1859,19.52,Canyons,10,0.1279,
2918,8.925,14.15,422797.0152,573278.0518,462,48,0,Sandstone,Hydromorphic,6881,22418,1728,18.7,0.1137,15.96,Shallow valleys,5.82,0.1364,
2924,9.85083,14.02139,522851.3486,561184.4735,417,30.5,0.71,Sand dunes,Evolved little,12459,19747,3726,12.1,0.0802,15.96,Canyons,6.62,0.1321,
2926,9.05194,13.89083,437044.856,544818.6974,433,17.38,0,Igneous,Sesquioxides,6481,8614,1792,24.6,0.1896,16.43,U-shaped valleys,5.12,0.143,
2927,9.01778,13.89361,433354.0647,545053.1259,452,27,0,Metamorphic,Sesquioxides,8082,11643,173,24.8,0.1923,15.59,Canyons,6.28,0.1337,
2928,9.08528,13.89083,440639.7926,544890.9904,450,24,0,Igneous,Sesquioxides,6111,6659,3409,24.5,0.1798,17.45,Upslope drainages,4.54,0.1209,
2937,9.88583,13.89028,526974.0688,546743.5753,393,48,0,Sand dunes,Evolved little,20490,13448,979,11.2,0.0779,16.95,Canyons,7.59,0.1387,
2941,9.71667,14.01944,508397.8297,560627.0033,426,24,0,Sand dunes,Evolved little,7274,34176,5386,13.6,0.1005,13.5,Plains,3.38,0.1217,
2943,10.20056,13.99056,560626.3817,558703.3141,447,27,0,Igneous,Steppe-like,6525,15224,4466,9.8,0.0593,21.73,Hills in valleys,3.17,0.1151,
2946,8.98194,13.98167,429297.4437,554737.199,472,40,0,Sandstone,Sesquioxides,7607,21163,923,25.9,0.1788,15.79,U-shaped valleys,5.58,0.1371,
2951,8.99056,13.90806,430386.7257,546596.1127,447,30.75,2.22,Sandstone,Sesquioxides,8726,14976,732,25.1,0.1854,15.24,U-shaped valleys,5.57,0.1341,
2952,8.65519,13.91528,394207.1444,546713.3019,480,34,0,Sandstone,Sesquioxides,2998,36759,3390,22.4,0.189,15.14,Canyons,4.61,0.1359,
2960,9.86806,13.96944,524845.9275,555471.5353,407,15,0,Sand dunes,Evolved little,18336,17969,1193,11.5,0.0678,16.18,Canyons,5.83,0.1409,
2965,9.18361,13.95417,451099.3772,552127.6576,462,36,0,Metamorphic,Sesquioxides,4724,15611,2060,24,0.1622,18.64,U-shaped valleys,4.98,0.1215,
2976,9.25194,13.90389,458583.4509,546708.4184,487,31,0,Metamorphic,Sesquioxides,5850,15999,773,23.7,0.1469,17.77,Upslope drainages,3.61,0.1331,
2977,9.03556,13.89583,435266.4182,545337.5687,436,32,0,Metamorphic,Sesquioxides,6708,10275,390,24.8,0.1916,16.77,Canyons,7.2,0.1263,
2981,9.73333,13.88472,510543.2449,545736.8449,410,15,0,Sand dunes,Evolved little,20064,29865,9150,12.4,0.0687,14.15,High ridges,6.56,0.1392,
2984,9.56917,13.8975,492807.1729,546746.041,430,23,0,Sand dunes,Evolved little,7534,35291,3186,15.1,0.0911,15.2,Hills in valleys,4.14,0.1428,
2985,9.06917,13.89222,438899.1917,545009.9306,442,55,0,Igneous,Sesquioxides,6062,7582,2206,24.5,0.1851,16.61,Plains,4.67,0.129,
2986,9.07778,13.89083,439830.9491,544874.6732,455,48.5,0.71,Igneous,Sesquioxides,6276,6986,2734,24.6,0.1804,17.05,High ridges,4.86,0.1201,
2991,8.54172,14.04306,381722.6829,560660.1608,478,66.19,0,Sandstone,Evolved little,10216,22245,614,17.8,0.1443,15.7,Canyons,9.29,0.1288,
2993,8.51181,14.14944,378293.9787,572398.4987,465,49.25,0,Sandstone,Evolved little,5230,12640,1830,15.7,0.1253,15.46,Shallow valleys,5.79,0.1366,
2994,8.58514,14.04306,386401.6301,560742.5673,480,60,0,Sandstone,Evolved little,6039,21779,1732,18.8,0.1463,15.4,Mesas,7.3,0.1404,
3005,9.4,13.88833,474586.7062,545325.6469,463,19,0,Metamorphic,Sesquioxides,4333,28567,5876,20.2,0.1254,17.06,U-shaped valleys,3.67,0.1301,
3007,8.9825,13.89167,429553.7449,544762.4331,460,41,0,Sandstone,Sesquioxides,6851,14853,1844,24.8,0.184,14.97,High ridges,3.68,0.1314,
3009,8.98889,13.91611,430189.3583,547485.3955,465,33,0,Sandstone,Sesquioxides,9254,15626,133,25.3,0.1837,15.4,High ridges,2.63,0.1344,
3015,9.105,13.95583,442620.5447,552138.7213,463,39,0,Igneous,Sesquioxides,3902,13437,1195,24.4,0.1855,19.34,Upslope drainages,4.32,0.1224,
3016,9.175,13.95583,450167.2142,552293.1459,463,43,0,Metamorphic,Sesquioxides,5006,15302,1487,24.1,0.1642,19.41,Canyons,11.55,0.113,
3021,9.35,13.97361,468991.2816,554661.1846,458,29,0,Igneous,Sesquioxides,5880,27031,3837,22.3,0.153,16.48,Plains,10.23,0.1176,
3033,9.08611,13.94167,440615.8331,550527.284,442,28.81,0,Igneous,Sesquioxides,1856,12079,2584,24.8,0.1881,18.16,High ridges,5.99,0.1338,
3034,8.60681,13.90889,389001.7529,545911.4672,498,38,0,Sandstone,Sesquioxides,2887,36737,1106,21.6,0.1844,15.7,High ridges,4.25,0.1346,
3037,9.255,14.08611,458488.1988,566913.9749,522,50.6,0,Metamorphic,Sesquioxides,2828,24615,485,21.2,0.1426,18.57,U-shaped valleys,4.06,0.12,
3038,9.355,13.95556,469573.3471,552671.5224,451,10.06,3,Igneous,Sesquioxides,3897,28051,1821,22.1,0.1514,15.85,Canyons,10.02,0.1353,
3045,9.36528,14.07778,470389.0738,566243.346,482,11,0,Igneous,Evolved little,9821,16170,2631,20.4,0.1466,17.06,High ridges,4.83,0.1229,
3049,9.40667,13.8,475518.9349,535551.3417,522,15.5,0,Metamorphic,Raw minerals,2312,27434,1193,19.1,0.097,19.78,Upslope drainages,2.78,0.1229,
3050,9.44167,13.9375,478960.5772,550873.3255,448,6.69,0,Igneous,Evolved little,2809,28642,2087,19.2,0.1292,14.12,High ridges,5.47,0.1326,
3051,9.43514,14.19667,477626.9634,579586.7403,473,36.18,0,Igneous,Evolved little,12662,1974,726,17.1,0.138,16.37,High ridges,2.9,0.128,
3056,9.20181,14.10083,452723.3309,568426.2207,531,47,0,Metamorphic,Sesquioxides,8086,29106,2802,20.8,0.1383,18.68,Mesas,3.7,0.1223,
3057,9.35139,14.1,468839.6864,568674.5037,487,47,0,Igneous,Evolved little,8983,15295,110,20.1,0.147,17,Plains,10.61,0.1225,
3060,9.215,14.14,454054.2539,572797.7705,515,32,0,Metamorphic,Evolved little,9018,26448,3414,19.4,0.1254,16.64,U-shaped valleys,5.47,0.1326,
3061,9.215,14.13083,454075.4259,571781.5209,517,38,0,Metamorphic,Evolved little,9391,26704,2971,19.7,0.1304,16.64,Canyons,8.52,0.1345,
3062,9.35172,14.135,468792.104,572555.2484,493,20,0,Igneous,Evolved little,11119,12882,2218,18.9,0.1379,15.1,Plains,5.93,0.1341,
3064,9.35667,14.15972,469265.7082,575307.3669,487,11,0,Sand dunes,Evolved little,13447,11190,3864,18.2,0.1383,15.74,Small hills in plains,4.37,0.1318,
3067,9.34167,14.14,467697.1941,573086.2717,495,8.8,1.1,Sand dunes,Evolved little,10739,13557,2505,18.9,0.139,14.78,Plains,5.42,0.131,
3078,9.215,14.1375,454060.0279,572520.6209,514,13,0,Metamorphic,Evolved little,9117,26514,3293,19.5,0.1284,16.72,Canyons,4.59,0.1318,
3087,9.21333,14.13889,453877.2699,572670.8652,513,5,0,Metamorphic,Evolved little,8893,26652,3522,19.5,0.1275,16.64,Canyons,10.24,0.1301,
3088,9.21333,14.14,453874.7049,572794.0306,515,5.2,0.84,Metamorphic,Evolved little,8850,26623,3575,19.4,0.1252,16.64,Hills in valleys,4.99,0.1326,
3100,9.24167,14.08472,457054.9696,566729.8345,519,21,0,Metamorphic,Sesquioxides,3912,25947,581,21.3,0.1398,18.56,Canyons,10.7,0.1152,
3102,9.20519,14.08417,453126.7189,566586.2806,545,42,0,Metamorphic,Sesquioxides,6220,29492,1697,21.3,0.1413,19.73,High ridges,2.51,0.1133,
3123,9.37022,14.19722,470635.7175,579496.1593,482,5,0,Sand dunes,Evolved little,14220,8960,3220,17.2,0.1269,16.47,Small hills in plains,4.99,0.1242,
3129,9.30525,14.01667,464065.7743,559330.5732,465,9,0,Igneous,Evolved little,4141,25487,3514,22.9,0.149,17.62,Upslope drainages,6.33,0.1242,
3133,9.65278,13.93056,501739.198,550615.257,428,9.16,0,Sand dunes,Evolved little,11010,36347,3371,13.6,0.0938,17.42,Hills in valleys,3.97,0.1394,
3134,9.30678,13.94417,464401.522,551297.8636,442,22.33,0,Igneous,Sesquioxides,983,23320,2342,23.4,0.1497,15.47,Canyons,7.28,0.124,
3137,9.65278,13.88333,501859.5664,545381.3823,420,8.07,0,Sand dunes,Evolved little,15935,35395,1735,13.6,0.0899,16.68,Hills in valleys,3.42,0.1481,
3142,9.3,13.93889,463683.1916,550697.3025,453,9,0,Metamorphic,Sesquioxides,903,22388,1714,23.5,0.1503,16.57,Upslope drainages,4.42,0.1279,
3143,9.30333,13.93889,464042.5458,550704.943,442,6,0,Igneous,Sesquioxides,601,22645,1706,23.4,0.1499,16.57,Canyons,7.96,0.1256,
3144,9.30333,13.94028,464039.2711,550858.9005,443,7.72,0,Igneous,Sesquioxides,711,22753,1859,23.4,0.1499,16.57,Canyons,4.13,0.126,
3150,9.36833,13.88889,471170.2861,545313.2667,452,20,0,Igneous,Sesquioxides,4137,25427,5356,21.3,0.1348,16.28,Plains,6.7,0.1359,
3160,9.7,14.08333,506437.1372,567667.0495,419,6,0,Igneous,Evolved little,868,29255,3581,14.6,0.1039,13.32,Canyons,8.51,0.1287,
3162,9.51667,14.11944,486596.5136,571220.1624,430,11,0,Igneous,Steppe-like,765,10791,2922,17.3,0.1492,16.78,U-shaped valleys,5.18,0.1336,
3163,9.25178,13.94722,458464.6132,551511.0627,441,15.82,0,Igneous,Vertisols,5390,19315,3025,23.9,0.1492,16.72,High ridges,4.43,0.1094,
3167,9.32514,14.13472,465929.5292,572463.0315,499,9,0,Igneous,Evolved little,9155,15412,1383,19.2,0.1417,14.69,Small hills in plains,3.7,0.1341,
3174,9.30519,14.13056,463791.0885,571955.3763,512,33,0,Igneous,Evolved little,7647,17554,900,19.5,0.1435,15.41,Canyons,7.01,0.1342,
3175,9.44361,14.13889,478679.8629,573201.5031,442,50,0,Igneous,Steppe-like,8837,6378,2024,18,0.1556,15.85,U-shaped valleys,4.43,0.1134,
3184,9.4,14.01667,474277.3477,559550.2636,447,44,0,Igneous,Sesquioxides,6737,20664,4440,20.4,0.1442,17.12,Plains,4.67,0.107,
3185,9.65833,14.02639,502093.5452,561251.1579,438,11,0,Metamorphic,Evolved little,5082,28904,1332,14.4,0.1068,18.08,U-shaped valleys,4.03,0.1357,
3186,9.44167,13.95278,478923.4,552566.7301,439,12.46,0,Igneous,Evolved little,1240,26950,2921,19.2,0.1319,15.1,Plains,4.37,-9.999,
3187,9.64722,13.95278,501083.5874,553064.4987,416,10.63,0,Sand dunes,Evolved little,8528,34016,3572,13.8,0.0936,16.04,Canyons,5.11,0.1422,
3190,9.46389,14.09444,480972.6279,568322.6339,446,35.5,0.71,Igneous,Steppe-like,7067,11258,793,18.2,0.1549,15.92,U-shaped valleys,6.28,0.1139,
3191,9.21167,14.09444,453800.3943,567740.0486,530,35,0,Metamorphic,Sesquioxides,7296,28390,1537,21,0.1406,19.26,Canyons,3.86,0.1274,
3206,9.45333,13.9,480309.8496,546744.5967,447,15,0,Sand dunes,Evolved little,959,32768,2124,18.6,0.1174,14.22,Canyons,4.75,0.1327,
3208,9.68333,14.09444,504613.0347,568857.0609,419,19,0,Igneous,Steppe-like,843,27108,1599,14.9,0.1089,15.47,Canyons,11.61,0.1188,
3210,9.43611,14.15833,477824.8052,575339.3016,449,13,0,Igneous,Evolved little,10277,4545,200,17.8,0.1503,17.08,Hills in valleys,5.58,0.1341,
3214,9.45,14.26667,479056.4137,587382.4416,478,46.5,0.71,Sand dunes,Evolved little,17942,7050,2167,15.4,0.1076,15.57,High ridges,4.08,0.1254,
3217,9.305,13.96389,464163.3135,553479.8074,447,8,0,Igneous,Sesquioxides,3178,24748,4483,23.7,0.1486,16.16,Small hills in plains,7.14,0.1101,
3219,9.30333,14.07083,463731.4581,565330.4927,495,17,0,Metamorphic,Evolved little,3101,21307,766,21.3,0.1469,18.25,U-shaped valleys,4.54,0.132,
3220,9.4,13.97222,474384.4895,554623.7773,453,24,0,Igneous,Sesquioxides,3477,25432,1121,20.5,0.1461,14.78,Plains,6.14,0.1328,
3224,9.31333,13.96111,465068.2029,553191.0201,453,21.54,0,Igneous,Sesquioxides,2885,25154,4338,23.5,0.152,16.24,High ridges,5.36,0.1151,
3228,9.30667,14.13056,463949.7483,571958.753,511,63,0,Igneous,Evolved little,7716,17409,966,19.5,0.1436,15.41,Canyons,4.62,0.133,
3229,9.56667,14.13333,491947.5275,572880.7244,452,49.5,0.71,Igneous,Steppe-like,4634,13939,4115,16.7,0.1479,16.92,High ridges,5.84,0.1152,
3235,8.93056,13.36944,425075.993,486783.559,410,9,0,Sand dunes,Evolved little,2029,2029,437,13.7,0.083,15.12,Mesas,5.59,0.1433,
3236,9.03333,13.49444,435913.4342,500851.1893,415,10,0,Sand dunes,Evolved little,4078,9252,3321,17,0.1192,15.06,Plains,7.57,0.1485,
3238,8.95972,13.36389,428241.8379,486229.6465,395,25,0,Alluvium,Sesquioxides,182,123,41,13.3,0.0799,14.87,Canyons,6.81,0.1541,
3240,8.80833,13.32083,411960.9526,481145.4803,413,4,0,Sand dunes,Evolved little,875,644,2910,13.9,0.0855,14.12,Plains,7.68,0.1487,
3243,8.88194,13.4375,419674.7562,494221.9732,412,10,0,Sand dunes,Evolved little,3344,3280,1333,16,0.0888,14.7,Small hills in plains,4.54,0.1658,
3250,9.09444,13.31389,442922.09,480980.6115,398,5,0,Sand dunes,Evolved little,1911,9852,10121,13.5,0.0886,14.08,Shallow valleys,11.83,0.1462,
3251,9.075,13.44167,440533.8771,495093.9992,398,7,0,Sand dunes,Evolved little,5396,3316,203,16.4,0.1198,14.68,High ridges,3.71,0.1473,
3252,9.01667,13.50278,434094.1159,501738.7573,416,13,2.83,Sand dunes,Sesquioxides,4419,10622,1594,17.2,0.119,15.47,U-shaped valleys,5.18,0.144,
3257,9.01667,13.5,434100.2266,501430.9575,416,5,0,Sand dunes,Sesquioxides,4623,10332,1857,17.1,0.1183,15.14,U-shaped valleys,6.73,0.1591,
3261,9.01667,13.49444,434112.448,500815.3604,415,13,0,Sand dunes,Sesquioxides,5061,9757,2383,17,0.1171,15.14,U-shaped valleys,5.58,0.1506,
3272,9.03611,13.39444,436434.6543,489777.9173,398,18,0,Sand dunes,Evolved little,1305,1227,625,14.6,0.1006,14.68,High ridges,4.65,0.1515,
3273,9.00556,13.34028,433249.9022,483711.5217,407,4,0,Sand dunes,Evolved little,3523,4740,4799,13.1,0.08,13.89,High ridges,4.89,0.1528,
3274,9.04722,13.53889,437315.816,505805.6847,420,7,0,Sand dunes,Sesquioxides,1082,11186,102,18.1,0.1247,15.96,High ridges,5.12,0.1451,
3276,9.00972,13.29556,433798.6329,478766.2043,404,4,0,Sand dunes,Evolved little,1354,9226,7119,12.3,0.0641,14,Plains,4.89,0.1411,
3280,8.51514,13.375,380144.178,486572.546,464,18,0,Sand dunes,Sesquioxides,11789,17713,5247,20,0.1186,14.14,Canyons,9.4,0.1499,
3284,9.08056,13.44583,441125.1263,495567.6631,394,5,0,Sand dunes,Evolved little,5042,3728,330,16.5,0.1221,14.59,U-shaped valleys,6.34,0.1471,
3293,9.05556,13.52778,438240.89,504592.5926,407,6,0,Sand dunes,Sesquioxides,623,9934,1418,17.9,0.1265,15.32,U-shaped valleys,4.37,0.1497,
3296,9.0625,13.43472,439198.1782,494297.3793,396,5,0,Sand dunes,Evolved little,4441,2492,154,16,0.1156,14.67,Plains,6.38,0.1572,
3303,9.04944,13.35556,437962.4205,485498.5271,404,9,0,Sand dunes,Evolved little,3997,5490,5054,14,0.0918,14.07,Shallow valleys,8.65,0.14,
3311,8.52339,13.46167,380869.0668,496190.3277,443,4,0,Sand dunes,Evolved little,6848,12375,2885,20.7,0.1159,14.16,Shallow valleys,6.53,0.1349,
3312,8.53667,13.33333,382552.7744,481996.9269,455,5,0,Alluvium,Evolved little,11353,16619,1958,19.4,0.1011,14.29,U-shaped valleys,5.96,0.1524,
3320,8.64167,13.37222,393831.6174,486506.7557,431,1,0,Sand dunes,Evolved little,1891,4510,2304,17.5,0.1001,13.64,High ridges,6.28,0.1495,
3321,9.01611,13.31056,434456.7631,480441.5649,403,4.5,0.71,Sand dunes,Evolved little,913,8226,8219,12.6,0.0706,14.2,Shallow valleys,14.98,0.1466,
3326,8.89444,13.55972,420765.2889,507790.1439,419,6,0,Sand dunes,Evolved little,10433,1884,314,18.8,0.1341,14.86,U-shaped valleys,7.69,0.1499,
3329,8.64167,13.46944,393637.7395,497278.3761,441,26,0,Sand dunes,Sesquioxides,7103,9411,6049,19.8,0.132,14.59,Mesas,3.99,0.1468,
3332,9.05694,13.36528,438751.8682,486591.807,403,2,0,Sand dunes,Evolved little,5240,4902,4060,14.3,0.0953,14.08,U-shaped valleys,4.99,0.1495,
3338,9.09444,13.4,442729.0342,490520.1727,396,5,0,Sand dunes,Evolved little,3897,1195,625,15.8,0.1082,14.63,Mesas,4.03,0.1506,
3345,9.35,13.57083,469951.0218,510023.9519,403,30.5,2.12,Metamorphic,Sesquioxides,4990,19250,871,18,0.124,18.5,Canyons,9.57,0.1138,
3347,9.05556,13.525,438247.06,504284.7864,407,4,0,Sand dunes,Sesquioxides,719,9851,1681,17.9,0.1263,15.07,U-shaped valleys,6.08,0.1593,
3349,9.08333,13.45139,441412.8672,496189.2824,395,13.81,0.26,Sand dunes,Evolved little,5117,4234,734,16.7,0.124,14.55,U-shaped valleys,4.42,0.1462,
3372,8.55514,13.56944,384090.9665,508192.6227,469,7,0,Sandstone,Sesquioxides,1351,10989,1290,22.2,0.1592,16.76,High ridges,3.91,0.1409,
3379,8.41333,13.50833,368886.2182,501157.1589,459,84,0,Sand dunes,Sesquioxides,5801,6482,2501,21.2,0.1252,14.94,U-shaped valleys,3.99,0.1486,
3386,8.625,13.65833,391461.3439,518176.7816,469,11,0,Sandstone,Hydromorphic,3943,21847,3243,24.8,0.1735,16.94,Canyons,7.18,0.14,
3411,8.73056,13.29722,403596.7287,478373.1117,422,39,1.73,Alluvium,Hydromorphic,2095,1027,1328,14.6,0.0793,14.3,Plains,4.32,0.1538,
3455,8.41,13.56667,368417.1065,507615.0218,440,39,0,Sandstone,Sesquioxides,1899,1965,1198,21,0.1311,15.66,High ridges,4.09,0.1489,
3474,8.55333,13.57639,383882.3539,508958.7815,456,44,0,Sandstone,Hydromorphic,662,10966,569,22.3,0.1608,16.7,High ridges,3.84,0.1137,
3488,9.23833,13.93333,457047.316,549941.1728,438,5,0,Igneous,Vertisols,6242,17201,2200,23.9,0.1519,16.25,U-shaped valleys,4.3,0.1312,
3490,9.3,13.94056,463679.2645,550882.0737,455,34,2.83,Metamorphic,Sesquioxides,998,22519,1898,23.5,0.1504,16.57,Upslope drainages,5.6,0.1285,
3492,9.3075,13.92667,464520.6615,549359.8193,452,32,0,Igneous,Sesquioxides,503,22064,683,23.2,0.149,14.4,High ridges,3.29,0.1362,
3493,9.15178,13.9025,447784.9754,546330.13,527,4,0,Metamorphic,Raw minerals,3601,8935,262,24.2,0.1706,19.94,High ridges,5.47,0.1059,
3509,9.0875,13.80694,441067.2693,535598.0588,443,30,0,Igneous,Sesquioxides,1705,3409,1502,23.2,0.1834,16.22,Mesas,6.47,0.132,
3517,9.07222,13.8,439434.389,534795.216,433,16.75,0.5,Igneous,Sesquioxides,2618,5175,1385,23.1,0.1859,15.75,Shallow valleys,4.75,0.1372,
3523,9.25169,13.89,458588.8422,545168.4361,497,22,0,Metamorphic,Raw minerals,5290,14874,1501,23.6,0.1461,20.08,Canyons,3.9,0.1284,
3524,9.25336,13.91861,458701.9509,548343.3932,435,9,0,Igneous,Vertisols,5812,17252,323,23.9,0.1486,16.64,Canyons,7.62,0.1431,
3530,9.18611,13.78889,451747.9257,533814.5966,423,13.05,0,Igneous,Sesquioxides,2147,3708,1507,22.7,0.1334,16.39,Canyons,5.96,0.1412,
3533,9.16667,13.79444,449637.2273,534386.936,423,4.5,2.12,Igneous,Sesquioxides,235,1540,304,22.8,0.14,17.3,Small hills in plains,3.71,0.1454,
3534,9.1,13.79444,442443.9888,534239.9806,449,4.5,2.12,Igneous,Sesquioxides,3114,3461,1573,22.9,0.1664,17.46,Mesas,4.43,0.1163,
3542,9.10833,13.89722,443111.7942,545649.4837,428,51.43,0,Igneous,Sesquioxides,6238,6939,3851,24.4,0.1774,18.52,U-shaped valleys,7.53,0.1115,
3543,9.25833,13.89167,459300.9321,545368.2583,510,25.33,0.58,Metamorphic,Raw minerals,4925,15522,2036,23.5,0.1457,19.28,High ridges,4.42,0.1148,
3551,9.105,13.84722,442864.7978,540100.3726,423,33.1,0,Igneous,Sesquioxides,841,1412,1507,23.9,0.1751,16.23,Canyons,9.42,0.1689,
3559,9.14167,13.83333,446851.5511,538641.6249,418,49.75,0,Igneous,Vertisols,1633,1992,1746,23.5,0.1644,17.16,U-shaped valleys,6.35,0.1211,
3568,9.10889,13.81528,443356.2037,536568.4627,429,6,0,Igneous,Sesquioxides,654,1015,1800,23.3,0.1755,15.92,Small hills in plains,3.42,0.1421,
3573,9.15,13.87222,447662.0753,542970.2652,444,33.5,0.71,Metamorphic,Sesquioxides,5448,6054,1543,24,0.1628,20.67,Canyons,6.94,0.1241,
3575,9.10972,13.83472,443402.299,538725.2982,425,5.67,0.58,Igneous,Sesquioxides,597,284,47,23.6,0.1777,15.98,High ridges,4.09,0.1519,
3579,9.53444,13.83333,489222.1484,539550.1282,435,51,0,Metamorphic,Evolved little,5542,33591,3277,15.7,0.0916,14.56,Small hills in plains,6.28,0.1404,
3594,9.07639,13.82222,439834.3678,537267.1481,430,24,0,Igneous,Sesquioxides,1555,3484,560,23.5,0.182,15.56,High ridges,4.25,0.1457,
3596,9.23194,13.91528,456400.3084,547925.5384,445,42,0,Igneous,Vertisols,5083,15310,582,24,0.1467,16.35,U-shaped valleys,3.94,0.1409,
3599,9.16389,13.9,449096.7113,546079.8738,488,46,0,Metamorphic,Sesquioxides,2480,9478,560,24.2,0.166,18.68,Canyons,4.46,0.1277,
3613,9.28889,13.92639,462514.6063,549286.3739,434,21,0,Metamorphic,Sesquioxides,1887,20562,543,23.5,0.151,15.63,Canyons,5.78,0.1322,
3625,9.135,13.77222,446270.7607,531854.0341,433,27,0,Igneous,Evolved little,3222,2358,1791,22.5,0.1381,15.09,Canyons,9.95,0.1271,
3626,9.05833,13.78056,437979.0512,532610.1508,439,39,0,Igneous,Sesquioxides,3211,7663,2555,22.6,0.1826,15.7,U-shaped valleys,10.5,0.1345,
3636,9.08194,13.74722,440601.3615,528967.1362,445,38,0,Igneous,Sesquioxides,6838,7949,4000,21.9,0.1515,15.12,Plains,5.18,0.139,
3658,9.29444,13.9,463175.6534,546374.1725,431,22,0,Metamorphic,Sesquioxides,1610,19115,2441,23.3,0.1388,14.52,Canyons,9.62,0.1376,
3659,9.22333,13.91194,455479.4912,547536.5987,450,25,0,Igneous,Vertisols,4138,14383,1455,23.8,0.1464,16.46,Canyons,10.87,0.1397,
3661,9.29167,13.90833,462856.594,547291.425,440,22,0,Igneous,Sesquioxides,2540,19449,1481,23.2,0.1452,14.52,High ridges,4.05,0.1408,
3666,9.29722,13.885,463510.5408,544717.9921,448,16,0,Metamorphic,Sesquioxides,787,18423,3988,23,0.1344,15.85,Canyons,4.41,0.1317,
3673,10.08361,13.86,548385.8414,543913.5279,383,9,0,Igneous,Evolved little,4764,6686,1035,11,0.0999,18.32,Canyons,5.49,0.1289,
3674,9.11667,13.86111,444091.9876,541665.3229,423,9,1,Igneous,Sesquioxides,2340,3111,2253,24,0.1742,18.16,U-shaped valleys,7.5,0.1681,
3678,9.18194,13.85833,451139.217,541501.8238,472,23,0,Metamorphic,Sesquioxides,4968,7053,1111,23.7,0.155,20.8,Canyons,3.62,0.1195,
3679,9.10847,13.85833,443214.313,541339.4555,423,26,0,Igneous,Sesquioxides,1929,2630,2407,24,0.1766,17.26,U-shaped valleys,5.47,0.1681,
3686,9.35,13.91667,469126.9888,548349.4829,457,38,0,Igneous,Sesquioxides,2986,25111,1706,22.1,0.1478,15.67,High ridges,4.27,0.1337,
3694,9.24167,13.88889,457510.0676,545022.5991,499,28.16,0,Metamorphic,Sesquioxides,5312,14025,617,23.7,0.1469,20.38,Canyons,6.52,0.1328,
3711,9.14,13.90833,446501.6214,546950.6275,467,28,0,Metamorphic,Sesquioxides,4762,8907,308,24.3,0.1749,20.2,Canyons,4.8,0.1201,
3719,8.38611,13.80278,365398.4556,533738.6201,445,61,0,Sand dunes,Sesquioxides,3264,22887,3391,18.4,0.1472,15.04,Plains,4.48,0.1416,
3737,8.49444,13.68472,377313.6065,520853.2503,452,36,0,Sandstone,Hydromorphic,1724,13532,1680,22,0.1746,15.59,Canyons,10.64,0.1439,
3738,8.48056,13.8375,375522.9099,537760.0497,449,58,0,Sandstone,Sesquioxides,4455,27864,6189,20,0.1692,15.29,Plains,4.25,0.1404,
3740,8.36389,13.67361,363238.6887,519382.9847,429,38.33,0.58,Sandstone,Hydromorphic,504,9572,1159,19.7,0.1285,16.14,U-shaped valleys,6.74,0.1337,
3762,8.53333,13.68889,381504.1685,521387.9712,447,41,0,Sandstone,Sesquioxides,1242,16569,737,23.1,0.1815,15.56,Mesas,5.99,0.1321,
3779,9.20583,13.63889,454221.4958,517235.8265,396,5.98,0.39,Sand dunes,Evolved little,2572,9987,649,20.4,0.1325,15.9,Canyons,8.32,0.1499,
3785,9.21944,13.53278,455936.4557,505508.7074,407,31,0,Sand dunes,Sesquioxides,2665,4546,1836,19.1,0.138,15.74,High ridges,5.24,0.1396,
3787,9.13972,13.36639,447700.4188,486896.2049,394,6,0,Sand dunes,Evolved little,2168,2491,3289,15.8,0.1078,14.25,Canyons,10.63,0.1337,
3788,9.10556,13.51667,443668.1043,503470.4461,405,5.07,1.34,Sand dunes,Evolved little,3999,4418,5282,18.1,0.1247,14.56,Small hills in plains,5.18,0.1404,
